del,id,tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stopped,stemmed_tweet,lemmatized_tweet,tweet_length,topic,sentiment_score,sentiment_category,polarity,subjectivity,polarity_class,subjectivity_class,combined_sentiment
11123,19119,@USER I will beat your ass.,1,2,1,beat ass,beat ass,beat ass,beat as,6,0,0.0,0,0.0,0.0,0,Objective,-1
11490,10312,@USER @USER @USER @USER @USER He is a point guard whose assist to turnover was 1/1.,1,0,0,point guard whose assist turnover,point guard whose assist turnover,point guard whose assist turnov,point guard whose assist turnover,16,2,0.0,0,0.0,0.0,0,Objective,-1
11553,81405,@USER He also said he had a gatlin gun and niggas that sit on the corner like boxers between rounds,1,2,3,also said gatlin gun niggas sit corner like boxers rounds,also said gatlin gun niggas sit corner like boxers rounds,also said gatlin gun nigga sit corner like boxer round,also said gatlin gun nigga sit corner like boxer round,20,1,0.0258,0,0.0,0.0,0,Objective,-1
11701,72318,@USER This asshole( @USER ) Lies about Republicans,1,2,1,asshole lies republicans,asshole lies republicans,asshol lie republican,asshole lie republican,8,0,0.0,0,0.0,0.0,0,Objective,-1
11869,91264,@USER I’m 1001 you ass,1,2,1,1001 ass,1001 ass,1001 ass,1001 as,5,0,0.0,0,0.0,0.0,0,Objective,-1
11954,29672,@USER Gonna boo his ass regardless now,1,2,1,gonna boo ass regardless,gonna boo ass regardless,gonna boo ass regardless,gonna boo as regardless,7,1,0.0,0,0.0,0.0,0,Objective,-1
12049,27033,@USER A MASSIVE TOOL,1,0,0,massive tool,massive tool,massiv tool,massive tool,4,0,0.0,0,0.0,1.0,0,Subjective,-1
12051,69821,@USER Bitchhhhhh I'm jelllll,1,0,0,bitchhh jelll,bitchhh jelll,bitchhh jelll,bitchhh jelll,4,0,0.0,0,0.0,0.0,0,Objective,-1
12123,14569,@USER @USER Do you got a magnify glass?,1,0,0,got magnify glass,got magnify glass,got magnifi glass,got magnify glass,8,2,0.0,0,0.0,0.0,0,Objective,-1
12164,26647,@USER @USER #antifa @USER gets a pass?,1,0,0,gets pass,gets pass,get pass,get pas,7,2,0.0,0,0.0,0.0,0,Objective,-1
12471,69898,@USER Am Eye See Kay He Why Am Oh You Ass He,1,2,1,eye see kay ass,eye see kay ass,eye see kay ass,eye see kay as,12,1,0.0,0,0.0,0.0,0,Objective,-1
12510,36339,@USER Hey Bono- Why not turn your Dublin hotel over to refugees? Asshole!,1,2,1,hey bono turn dublin hotel refugees asshole,hey bono turn dublin hotel refugees asshole,hey bono turn dublin hotel refuge asshol,hey bono turn dublin hotel refugee asshole,13,0,0.0,0,0.0,0.0,0,Objective,-1
12518,61513,@USER a bat my nigga,1,2,3,bat nigga,bat nigga,bat nigga,bat nigga,5,2,0.0,0,0.0,0.0,0,Objective,-1
12775,46756,@USER @USER Give me the pounds wanka,1,0,0,give pounds wanka,give pounds wanka,give pound wanka,give pound wanka,7,1,0.0,0,0.0,0.0,0,Objective,-1
13011,54316,@USER Carrey is a pig🤬,1,2,1,carrey pig,carrey pig,carrey pig,carrey pig,5,0,0.0,0,0.0,0.0,0,Objective,-1
13069,97943,@USER Shut your ass up 🤧,1,2,1,shut ass,shut ass,shut ass,shut as,6,0,0.0,0,0.0,0.0,0,Objective,-1
13092,75971,@USER He makes dope ass songs. He’s a singer/writer URL,1,2,1,makes dope ass songs singer writer ,makes dope ass songs singer writer,make dope ass song singer writer,make dope as song singer writer,10,1,0.0,0,0.0,0.0,0,Objective,-1
13183,16705,@USER @USER No no that’s  shaq silver back looking ass 😂😂,1,1,0,shaq silver back looking ass,shaq silver back looking ass,shaq silver back look ass,shaq silver back looking as,11,0,0.0,0,0.0,0.0,0,Objective,-1
13217,61083,@USER “My head is a fuckin egg”,1,1,0,head fuckin egg,head fuckin egg,head fuckin egg,head fuckin egg,7,1,0.0,0,0.0,0.0,0,Objective,-1
13238,27429,@USER Pussy,1,1,0,pussy,pussy,pussi,pussy,2,2,0.0,0,0.0,0.0,0,Objective,-1
1,90194,@USER @USER Go home you’re drunk!!! @USER #MAGA #Trump2020 👊🇺🇸👊 URL,1,2,1,home drunk ,home drunk,home drunk,home drunk,11,1,-0.34,-1,-0.5,1.0,-1,Subjective,-1
12,28414,@USER you are a lying corrupt traitor!!! Nobody wants to hear anymore of your lies!!! #DeepStateCorruption URL,1,2,1,lying corrupt traitor nobody wants hear anymore lies ,lying corrupt traitor nobody wants hear anymore lies,lie corrupt traitor nobodi want hear anymor lie,lying corrupt traitor nobody want hear anymore lie,17,0,-0.4767,-1,-0.15,0.55,-1,Subjective,-1
13,54920,@USER @USER @USER It should scare every American!  She is playing Hockey with a warped puck!,0,0,0,scare every american playing hockey warped puck,scare every american playing hockey warped puck,scare everi american play hockey warp puck,scare every american playing hockey warped puck,16,0,-0.34,-1,0.0,0.0,0,Objective,-1
37,14726,@USER @USER @USER That's expected if you placate the violent leftists/terrorists. #KavanaughConfirmation #woke,1,2,3,expected placate violent leftists terrorists,expected placate violent leftists terrorists,expect placat violent leftist terrorist,expected placate violent leftist terrorist,13,0,-0.8625,-1,-0.45,0.7,-1,Subjective,-1
38,74358,@USER Blow hard,0,0,0,blow hard,blow hard,blow hard,blow hard,3,0,-0.1027,-1,-0.291666667,0.541666667,-1,Subjective,-1
44,36026,"@USER @USER Ppl who say I'm not racist"" are racist. You Are A Racist. Repeat after me""",0,0,0,ppl say racist racist racist repeat,ppl say racist racist racist repeat,ppl say racist racist racist repeat,ppl say racist racist racist repeat,17,1,-0.9186,-1,0.0,0.0,0,Objective,-1
53,75689,@USER @USER @USER URL any of your announcements every come to fruition or is it basically stealing Labour's ideas to get a few more votes,1,0,0, announcements every come fruition basically stealing labour ideas get votes,announcements every come fruition basically stealing labour ideas get votes,announc everi come fruition basic steal labour idea get vote,announcement every come fruition basically stealing labour idea get vote,25,2,-0.5719,-1,0.0,0.0,0,Objective,-1
55,10607,#GUNCONTROL advocates must STOP falling all over themselves to assure electorate that they too love the HORRIFIC 2A URL,1,0,0,advocates must stop falling assure electorate love horrific ,advocates must stop falling assure electorate love horrific,advoc must stop fall assur elector love horrif,advocate must stop falling assure electorate love horrific,19,1,-0.1531,-1,-0.25,0.8,-1,Subjective,-1
57,98992,@USER Fuck off,1,2,1,fuck,fuck,fuck,fuck,3,0,-0.5423,-1,-0.4,0.6,-1,Subjective,-1
60,75215,@USER @USER She is useless.  Attempts to do the right thing but never follows through.,1,2,1,useless attempts right thing never follows,useless attempts right thing never follows,useless attempt right thing never follow,useless attempt right thing never follows,15,2,-0.4215,-1,-0.107142857,0.367857143,-1,Objective,-1
63,20883,@USER You are lying. Stick with the facts. We pay more than that now.,0,0,0,lying stick facts pay,lying stick facts pay,lie stick fact pay,lying stick fact pay,14,2,-0.5859,-1,0.0,0.0,0,Objective,-1
68,84664,@USER And this from the clown that should be in prison?,1,2,1,clown prison,clown prison,clown prison,clown prison,11,0,-0.5106,-1,0.0,0.0,0,Objective,-1
71,47153,@USER @USER @USER They are obstructionists. Anti-american. Pharisees. Ask them what they are running on and you get nothing. Maga!,1,2,2,obstructionists anti american pharisees ask running get nothing maga,obstructionists anti american pharisees ask running get nothing maga,obstructionist anti american pharise ask run get noth maga,obstructionist anti american pharisee ask running get nothing maga,20,0,-0.3182,-1,0.0,0.0,0,Objective,-1
77,14122,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't forget @USER &amp; Democrat backed #Antifa,0,0,0,forget democrat backed,forget democrat backed,forget democrat back,forget democrat backed,20,1,-0.2023,-1,0.0,0.0,0,Objective,-1
84,17259,@USER Holder needs to be prosecuted,0,0,0,holder needs prosecuted,holder needs prosecuted,holder need prosecut,holder need prosecuted,6,0,-0.3818,-1,0.0,0.0,0,Objective,-1
89,93119,WTC This is a threat!!! ..@USER #Maga #QAnon #WakeUpAmerica URL,1,2,1,wtc threat ,wtc threat,wtc threat,wtc threat,10,0,-0.5267,-1,0.0,0.0,0,Objective,-1
106,52252,@USER Fuck em,1,2,3,fuck,fuck,fuck,fuck,3,0,-0.5423,-1,-0.4,0.6,-1,Subjective,-1
113,16052,@USER she is idk what's going on,0,0,0,idk going,idk going,idk go,idk going,7,2,-0.1027,-1,0.0,0.0,0,Objective,-1
123,77294,@USER @USER She is an ugly black hearted troll URL,1,2,1,ugly black hearted troll ,ugly black hearted troll,ugli black heart troll,ugly black hearted troll,10,2,-0.5106,-1,-0.433333333,0.716666667,-1,Subjective,-1
133,27503,"@USER Omg xD The worst (or the best, in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah, pretty dead""""",0,0,0,omg worst best case best cuase made laught part asking dead hurts poor thing rest standin like nope suffering dead yeah pretty dead,omg worst best case best cuase made laught part asking dead hurts poor thing rest standin like nope suffering dead yeah pretty dead,omg worst best case best cuas made laught part ask dead hurt poor thing rest standin like nope suffer dead yeah pretti dead,omg worst best case best cuase made laught part asking dead hurt poor thing rest standin like nope suffering dead yeah pretty dead,49,0,-0.2481,-1,0.03125,0.55,0,Subjective,-1
136,28812,@USER This all I get 😢 damn these haters deleting you IG for no reason... URL,1,2,3,get damn haters deleting reason ,get damn haters deleting reason,get damn hater delet reason,get damn hater deleting reason,16,1,-0.6705,-1,0.0,0.0,0,Objective,-1
140,64776,@USER SJSHSJ THATS MY JOB BITCH,1,2,1,sjshsj thats job bitch,sjshsj thats job bitch,sjshsj that job bitch,sjshsj thats job bitch,6,0,-0.5859,-1,0.0,0.0,0,Objective,-1
146,96789,"@USER if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!""",1,2,3,reason farakans illegal values black muslim would reason detest believe illegal values simply result bad character like supporters,reason farakans illegal values black muslim would reason detest believe illegal values simply result bad character like supporters,reason farakan illeg valu black muslim would reason detest believ illeg valu simpli result bad charact like support,reason farakans illegal value black muslim would reason detest believe illegal value simply result bad character like supporter,38,1,-0.5106,-1,-0.373333333,0.491428571,-1,Objective,-1
155,67758,@USER Your titles scare me a little bit. ;-),0,0,0,titles scare little bit,titles scare little bit,titl scare littl bit,title scare little bit,9,2,-0.4939,-1,-0.1875,0.5,-1,Objective,-1
159,53947,I added a video to a @USER playlist URL Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC 2),1,0,0,added video playlist  combat mon frere ismael maga assassin david boxer yfc,added video playlist combat mon frere ismael maga assassin david boxer yfc,ad video playlist combat mon frere ismael maga assassin david boxer yfc,added video playlist combat mon frere ismael maga assassin david boxer yfc,23,1,-0.34,-1,0.0,0.0,0,Objective,-1
162,31229,@USER This game sucks donkey balls,1,2,3,game sucks donkey balls,game sucks donkey balls,game suck donkey ball,game suck donkey ball,6,2,-0.4404,-1,-0.35,0.35,-1,Objective,-1
169,32897,@USER He is a DUMBASS !!!!!,1,2,1,dumbass,dumbass,dumbass,dumbass,6,0,-0.5574,-1,0.0,0.0,0,Objective,-1
173,62481,@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail,1,2,1,donnie family owe country apology taking criminal activities white house lining pockets father unfit making mockery republic shame family justice prevail,donnie family owe country apology taking criminal activities white house lining pockets father unfit making mockery republic shame family justice prevail,donni famili owe countri apolog take crimin activ white hous line pocket father unfit make mockeri republ shame famili justic prevail,donnie family owe country apology taking criminal activity white house lining pocket father unfit making mockery republic shame family justice prevail,47,2,-0.6369,-1,-0.2,0.275,-1,Objective,-1
177,68840,@USER Chelsea is as crazy as her mother,1,2,1,chelsea crazy mother,chelsea crazy mother,chelsea crazi mother,chelsea crazy mother,8,2,-0.34,-1,-0.6,0.9,-1,Subjective,-1
200,13872,Confirm the MAN! THE LEFT WING ACTIVIST IS A LIAR WHO'S STORY CHANGES! NO HARD EVIDENCE! #ChristineBlaseyFord Innocent until proven guilty! #ConfirmKavanaugh  #MAGA  @USER  #WeakRinos #Republicans,1,2,3,confirm man left wing activist liar story changes hard evidence innocent proven guilty,confirm man left wing activist liar story changes hard evidence innocent proven guilty,confirm man left wing activist liar stori chang hard evid innoc proven guilti,confirm man left wing activist liar story change hard evidence innocent proven guilty,26,0,-0.6249,-1,-0.072916667,0.560416667,-1,Subjective,-1
204,28985,I'm Assuming I'm Not Going to Get an Answer': Brainless  #Liberal Stooge Ocasio-Cortez  .@USER on $40T Policy Plan URL #WakeUpAmerica  THIS is NOT America's future VOTE Republican  or surrender America to these #DEM morons @USER #MAGA,1,2,2,assuming going get answer brainless stooge ocasio cortez policy plan  america future vote republican surrender america morons,assuming going get answer brainless stooge ocasio cortez policy plan america future vote republican surrender america morons,assum go get answer brainless stoog ocasio cortez polici plan america futur vote republican surrend america moron,assuming going get answer brainless stooge ocasio cortez policy plan america future vote republican surrender america moron,36,2,-0.4939,-1,-0.4,0.5625,-1,Subjective,-1
206,74004,@USER @USER Leftists showing yet again how vile they can be,1,2,3,leftists showing yet vile,leftists showing yet vile,leftist show yet vile,leftist showing yet vile,11,0,-0.6249,-1,0.0,0.0,0,Objective,-1
207,70838,@USER He is a drunk crazy man.,1,2,1,drunk crazy man,drunk crazy man,drunk crazi man,drunk crazy man,7,2,-0.5859,-1,-0.55,0.95,-1,Subjective,-1
212,85707,@USER Another terrorist attack not reported by msm,0,0,0,another terrorist attack reported msm,another terrorist attack reported msm,anoth terrorist attack report msm,another terrorist attack reported msm,8,0,-0.8316,-1,0.0,0.0,0,Objective,-1
236,80570,@USER @USER Truly has got to be the most idiotic thing I've ever seen.,1,1,0,truly got idiotic thing ever seen,truly got idiotic thing ever seen,truli got idiot thing ever seen,truly got idiotic thing ever seen,14,2,-0.1779,-1,-0.666666667,0.833333333,-1,Subjective,-1
